1,1,570,1,1
1,1,570,1,0
1,1,570,0,1
1,1,570,0,0
1,1,420,1,1
1,1,420,1,0
1,1,420,0,1
1,1,420,0,0
1,1,370,1,1
1,1,370,1,0
1,1,370,0,1
1,1,370,0,0
1,1,650,1,1
1,1,650,1,0
1,1,650,0,1
1,1,650,0,0
1,1,460,1,1
1,1,460,1,0
1,1,460,0,1
1,1,460,0,0
1,1,395,1,1
1,1,395,1,0
1,1,395,0,1
1,1,395,0,0
1,1,720,1,1
1,1,720,1,0
1,1,720,0,1
1,1,720,0,0
1,1,570,1,1
1,1,570,1,0
1,1,570,0,1
1,1,570,0,0
1,1,500,1,1
1,1,500,1,0
1,1,500,0,1
1,1,500,0,0
1,1,450,1,1
1,1,450,1,0
1,1,450,0,1
1,1,450,0,0
1,0,570,1,1
1,0,570,1,0
1,0,570,0,1
1,0,570,0,0
1,0,420,1,1
1,0,420,1,0
1,0,420,0,1
1,0,420,0,0
1,0,370,1,1
1,0,370,1,0
1,0,370,0,1
1,0,370,0,0
1,0,650,1,1
1,0,650,1,0
1,0,650,0,1
1,0,650,0,0
1,0,460,1,1
1,0,460,1,0
1,0,460,0,1
1,0,460,0,0
1,0,395,1,1
1,0,395,1,0
1,0,395,0,1
1,0,395,0,0
1,0,720,1,1
1,0,720,1,0
1,0,720,0,1
1,0,720,0,0
1,0,570,1,1
1,0,570,1,0
1,0,570,0,1
1,0,570,0,0
1,0,500,1,1
1,0,500,1,0
1,0,500,0,1
1,0,500,0,0
1,0,450,1,1
1,0,450,1,0
1,0,450,0,1
1,0,450,0,0
2,1,570,1,1
2,1,570,1,0
2,1,570,0,1
2,1,570,0,0
2,1,420,1,1
2,1,420,1,0
2,1,420,0,1
2,1,420,0,0
2,1,370,1,1
2,1,370,1,0
2,1,370,0,1
2,1,370,0,0
2,1,650,1,1
2,1,650,1,0
2,1,650,0,1
2,1,650,0,0
2,1,460,1,1
2,1,460,1,0
2,1,460,0,1
2,1,460,0,0
2,1,395,1,1
2,1,395,1,0
2,1,395,0,1
2,1,395,0,0
2,1,720,1,1
2,1,720,1,0
2,1,720,0,1
2,1,720,0,0
2,1,570,1,1
2,1,570,1,0
2,1,570,0,1
2,1,570,0,0
2,1,500,1,1
2,1,500,1,0
2,1,500,0,1
2,1,500,0,0
2,1,450,1,1
2,1,450,1,0
2,1,450,0,1
2,1,450,0,0
2,0,570,1,1
2,0,570,1,0
2,0,570,0,1
2,0,570,0,0
2,0,420,1,1
2,0,420,1,0
2,0,420,0,1
2,0,420,0,0
2,0,370,1,1
2,0,370,1,0
2,0,370,0,1
2,0,370,0,0
2,0,650,1,1
2,0,650,1,0
2,0,650,0,1
2,0,650,0,0
2,0,460,1,1
2,0,460,1,0
2,0,460,0,1
2,0,460,0,0
2,0,395,1,1
2,0,395,1,0
2,0,395,0,1
2,0,395,0,0
2,0,720,1,1
2,0,720,1,0
2,0,720,0,1
2,0,720,0,0
2,0,570,1,1
2,0,570,1,0
2,0,570,0,1
2,0,570,0,0
2,0,500,1,1
2,0,500,1,0
2,0,500,0,1
2,0,500,0,0
2,0,450,1,1
2,0,450,1,0
2,0,450,0,1
2,0,450,0,0
3,1,570,1,1
3,1,570,1,0
3,1,570,0,1
3,1,570,0,0
3,1,420,1,1
3,1,420,1,0
3,1,420,0,1
3,1,420,0,0
3,1,370,1,1
3,1,370,1,0
3,1,370,0,1
3,1,370,0,0
3,1,650,1,1
3,1,650,1,0
3,1,650,0,1
3,1,650,0,0
3,1,460,1,1
3,1,460,1,0
3,1,460,0,1
3,1,460,0,0
3,1,395,1,1
3,1,395,1,0
3,1,395,0,1
3,1,395,0,0
3,1,720,1,1
3,1,720,1,0
3,1,720,0,1
3,1,720,0,0
3,1,570,1,1
3,1,570,1,0
3,1,570,0,1
3,1,570,0,0
3,1,500,1,1
3,1,500,1,0
3,1,500,0,1
3,1,500,0,0
3,1,450,1,1
3,1,450,1,0
3,1,450,0,1
3,1,450,0,0
3,0,570,1,1
3,0,570,1,0
3,0,570,0,1
3,0,570,0,0
3,0,420,1,1
3,0,420,1,0
3,0,420,0,1
3,0,420,0,0
3,0,370,1,1
3,0,370,1,0
3,0,370,0,1
3,0,370,0,0
3,0,650,1,1
3,0,650,1,0
3,0,650,0,1
3,0,650,0,0
3,0,460,1,1
3,0,460,1,0
3,0,460,0,1
3,0,460,0,0
3,0,395,1,1
3,0,395,1,0
